80;2433.00;9.50;538.00;big
81;4818.00;9.50;1117.00;big
81;4690.00;13.30;1041.00;big
82;4703.00;9.50;711.00;small
82;4689.00;9.50;798.00;small
83;4950.00;9.50;481.00;big
83;4959.00;9.50;401.00;big
84;5168.00;10.60;567.00;big
84;4871.00;9.50;670.00;big
84;5203.00;9.57;738.00;big
84;5019.00;9.50;739.00;big
85;4824.00;9.50;499.00;big
85;4883.00;9.50;543.00;big
86;272.00;9.50;1162.00;big
86;432.00;9.50;1007.00;big
87;2616.00;9.50;1172.00;big
87;2527.00;9.50;1047.00;big
88;1054.00;9.50;1241.00;big
88;1284.00;9.50;1091.00;big
89;901.00;9.50;1366.00;small
89;829.00;9.50;1528.00;small
90;1363.00;9.50;1299.00;big
90;1330.00;9.50;1194.00;big
91;2643.00;9.50;1526.00;big
91;2610.00;9.50;1665.00;big
92;2414.00;9.50;1852.00;big
92;2294.00;9.50;1931.00;big
93;2650.00;9.50;1933.00;big
93;2877.00;9.50;1939.00;big
94;3464.00;9.50;1939.00;big
94;3186.00;9.50;2023.00;big
95;116.00;9.50;1877.00;big
95;5500.00;9.50;1730.00;big
96;5062.00;9.50;1523.00;big
96;5213.00;9.50;1677.00;big
97;5006.00;9.50;1471.00;big
97;4908.00;9.50;1320.00;big
98;5058.00;9.50;1292.00;big
98;4942.00;9.50;1182.00;big
99;4532.00;9.50;768.00;big
99;4634.00;9.50;919.00;big
100;4141.00;9.50;779.00;small
100;4224.00;9.50;875.00;small
101;3849.00;9.50;963.00;big
101;3735.00;9.50;882.00;big
102;3366.00;9.50;1062.00;big
102;3535.00;9.50;845.00;big
103;3599.00;9.50;696.00;small
103;3499.00;9.50;516.00;small
104;3381.00;9.50;244.00;big
104;3457.00;9.50;353.00;big
105;3028.00;9.50;119.00;big
105;3300.00;9.50;58.00;big
106;1844.00;9.50;81.00;big
106;1619.00;9.50;96.00;big
107;1610.00;9.50;494.00;small
107;1564.00;9.50;261.00;small
108;1507.00;9.50;643.00;big
108;1450.00;9.50;782.00;big
109;1439.00;9.50;995.00;big
109;1515.00;9.50;919.00;big
110;2184.00;10.70;716.00;big
110;2053.00;11.28;506.00;big
111;1822.00;9.75;739.00;big
111;2017.00;10.38;806.00;big
112;1739.00;20.62;572.00;big
112;1612.00;11.78;916.00;big
113;1752.00;12.75;202.00;big
113;1865.00;9.73;372.00;big
114;1784.00;9.98;1023.00;big
114;1702.00;14.07;1011.00;big
115;1426.00;10.88;1095.00;big
115;1544.00;9.73;1006.00;big
116;1155.00;14.90;1265.00;big
116;1191.00;13.93;1197.00;big
116;1318.00;9.80;1157.00;big
116;1257.00;17.73;1182.00;big
117;1060.00;16.95;1522.00;small
117;1075.00;14.85;1653.00;small
118;788.00;12.48;1849.00;big
119;1275.00;10.30;1415.00;big
120;1621.00;9.90;1549.00;big
120;1603.00;9.70;1505.00;big
121;2116.00;15.98;1994.00;big
121;2065.00;12.88;1890.00;big
122;1485.00;9.50;1971.00;big
123;2950.00;12.60;1335.00;small
123;3023.00;12.43;1282.00;small
124;2795.00;9.50;1263.00;big
124;2874.00;9.50;1316.00;big
125;3127.00;9.65;1290.00;big
125;3029.00;9.50;1248.00;big
125;3089.00;9.50;1209.00;big
126;3309.00;9.50;1177.00;small
126;3228.00;9.50;1207.00;small
126;3329.00;11.12;1235.00;small
127;3340.00;9.80;1425.00;small
127;3300.00;9.50;1371.00;small
127;3261.00;9.50;1353.00;small
127;3414.00;9.50;1367.00;small
127;3368.00;9.73;1422.00;small
127;3295.00;9.50;1420.00;small
128;2735.00;9.50;1437.00;big
128;2702.00;9.50;1413.00;small
129;109.00;9.98;430.00;big
129;5579.00;9.73;363.00;big
130;5519.00;9.50;154.00;big
130;5245.00;9.50;193.00;big
130;5197.00;9.50;50.00;big
130;5381.00;9.50;123.00;small
131;5236.00;9.50;355.00;big
131;5096.00;9.50;419.00;big
132;4945.00;9.50;79.00;big
132;4744.00;9.50;68.00;big
133;4694.00;9.50;468.00;big
133;4634.00;9.50;393.00;big
133;4760.00;9.50;441.00;big
134;3184.00;9.68;1143.00;small
134;3039.00;10.15;1158.00;small
135;2940.00;12.40;812.00;big
135;2861.00;11.20;860.00;big
136;2897.00;9.60;741.00;big
136;2871.00;10.62;773.00;big
136;2893.00;9.80;763.00;big
137;2922.00;9.68;736.00;big
137;2916.00;10.23;765.00;big
137;2942.00;14.53;761.00;big
137;2978.00;11.18;768.00;big
138;3230.00;11.73;751.00;small
138;3112.00;10.50;714.00;small
139;2788.00;9.95;780.00;big
139;2823.00;11.18;778.00;big
140;3064.00;11.07;662.00;big
140;2969.00;12.05;661.00;big
140;3047.00;10.55;579.00;big
141;3214.00;13.53;437.00;big
141;3056.00;14.00;450.00;big
142;3107.00;13.38;286.00;big
142;3211.00;13.30;190.00;big
143;3417.00;18.40;827.00;big
143;3537.00;11.28;783.00;big
144;3608.00;9.80;1029.00;big
144;3416.00;11.85;1112.00;big
145;3346.00;10.30;1164.00;big
145;3359.00;9.60;1204.00;big
146;3477.00;12.32;1233.00;big
146;3396.00;13.23;1234.00;big
146;3520.00;9.70;1169.00;big
147;3403.00;17.70;1304.00;big
147;3287.00;13.68;1309.00;big
148;3702.00;12.07;1185.00;big
148;3571.00;14.32;1235.00;big
149;3240.00;9.93;1450.00;big
149;3199.00;10.25;1387.00;big
150;4856.00;10.15;1201.00;big
150;4958.00;12.57;1251.00;big
150;5009.00;9.50;1344.00;big
151;4748.00;10.73;777.00;big
151;4577.00;9.50;799.00;big
151;4699.00;10.53;903.00;big
152;4413.00;11.88;957.00;big
152;4378.00;10.20;730.00;big
152;4454.00;10.28;854.00;big
153;4598.00;10.90;647.00;big
153;4427.00;9.70;609.00;big
154;5002.00;9.57;250.00;big
154;5556.00;9.93;142.00;big
155;5027.00;13.03;555.00;big
155;5106.00;15.68;516.00;big
155;4932.00;11.78;600.00;big
156;2734.00;11.30;1576.00;small
156;2763.00;11.43;1612.00;small
157;2735.00;11.82;1657.00;big
157;2720.00;13.25;1692.00;big
158;2684.00;9.98;1614.00;small
158;2663.00;10.07;1586.00;small
159;2704.00;11.45;1322.00;big
159;2777.00;13.57;1337.00;big
160;3028.00;11.68;1452.00;big
160;2930.00;10.48;1425.00;big
161;3298.00;10.55;1128.00;big
161;3315.00;10.35;1016.00;big
162;2910.00;13.98;1233.00;big
162;2728.00;16.85;1198.00;big
163;2621.00;10.48;998.00;big
163;2930.00;10.53;879.00;big
164;2669.00;10.15;757.00;big
164;2736.00;9.90;765.00;big
165;2616.00;12.85;804.00;big
165;2576.00;9.95;863.00;big
166;3317.00;12.53;554.00;big
166;3310.00;12.35;660.00;big
167;3344.00;9.50;458.00;big
167;3291.00;13.07;329.00;big
168;3548.00;10.93;381.00;big
168;3507.00;11.88;283.00;big
169;3196.00;11.38;607.00;big
169;3107.00;11.10;607.00;big
170;3032.00;11.95;826.00;big
170;3073.00;10.20;928.00;big
171;3434.00;9.90;668.00;big
171;3385.00;12.98;585.00;big
172;3013.00;11.93;737.00;big
172;2964.00;10.90;724.00;big
173;2683.00;11.00;865.00;big
173;2769.00;10.85;853.00;big
174;1657.00;10.45;1589.00;big
174;1725.00;10.10;1650.00;big
175;1431.00;10.28;1403.00;big
175;1462.00;10.73;1437.00;big
176;1563.00;10.90;1541.00;big
176;1518.00;10.95;1485.00;big
177;1479.00;10.80;1591.00;big
177;1429.00;10.10;1644.00;big
178;1509.00;10.95;1712.00;big
178;1720.00;11.30;1735.00;big
179;1072.00;11.00;1832.00;big
179;1244.00;10.30;1855.00;big
180;1253.00;11.50;1587.00;big
180;1243.00;11.18;1672.00;big
181;1248.00;11.45;1530.00;big
181;1321.00;10.30;1514.00;big
182;1241.00;15.07;1266.00;big
182;1160.00;13.20;1355.00;big
183;1007.00;13.07;1383.00;big
183;1084.00;10.70;1354.00;big
184;904.00;12.78;1558.00;big
184;922.00;11.88;1657.00;big
185;1089.00;15.00;1454.00;big
185;955.00;12.28;1447.00;big
186;3316.00;10.53;883.00;big
186;3293.00;11.00;778.00;big
187;1452.00;9.85;1512.00;big
187;1506.00;12.07;1533.00;big
188;1591.00;10.57;1632.00;big
188;1550.00;9.73;1597.00;big
189;1538.00;9.70;1329.00;big
189;1469.00;10.30;1386.00;big
190;1372.00;10.30;1388.00;big
190;1392.00;10.38;1464.00;big
191;1575.00;10.40;1470.00;big
191;1530.00;9.80;1427.00;big
192;1811.00;9.68;1650.00;big
192;1774.00;9.80;1668.00;big
193;1359.00;10.32;1558.00;big
193;1407.00;10.03;1571.00;big
194;1329.00;10.55;1677.00;big
194;1347.00;10.62;1622.00;big
