184;floating_harbor;3192.00;9.50;1315.00;-3.78;11905
188;floating_harbor;3126.36;9.50;1636.21;1.25;3288
290;floating_harbor;2767.95;9.50;1238.95;-0.79;12100
319;floating_harbor;1725.95;9.50;1184.95;-0.79;10484
327;floating_harbor;4704.70;9.50;861.21;-2.90;12236
360;floating_harbor;1647.00;9.50;1506.00;-2.68;6845
425;floating_harbor;3957.57;9.50;879.24;-4.31;12208
443;floating_harbor;3861.73;9.50;1029.45;-3.80;4003
449;floating_harbor;3101.13;9.50;1156.26;-0.46;12088
473;floating_harbor;814.02;9.50;1760.46;-4.64;12231
488;floating_harbor;1862.88;9.50;1010.82;-0.59;1981
495;floating_harbor;2045.00;9.50;874.00;-1.35;4980
497;floating_harbor;2032.06;9.50;840.78;0.60;12999
502;floating_harbor;2025.68;9.50;375.80;-2.41;12396
519;floating_harbor;4968.02;9.50;111.58;1.49;12924
526;floating_harbor;4787.13;9.50;1049.74;-2.68;11932
527;floating_harbor;4775.40;9.50;1276.00;-3.68;12040
594;floating_harbor;4500.60;9.50;993.80;-2.21;10004
641;floating_harbor;455.12;9.50;374.82;0.59;12148
642;floating_harbor;104.00;9.50;600.00;-3.14;13050
658;floating_harbor;3683.00;9.80;1074.00;-0.17;10904
665;floating_harbor;2977.92;9.50;1212.73;-0.28;11957
666;floating_harbor;3139.60;9.50;1855.50;-0.38;11201
668;floating_harbor;4854.00;9.50;603.00;-1.19;10409
669;floating_harbor;4971.13;9.50;510.74;-2.68;12457
677;floating_harbor;3358.07;9.50;1229.99;1.43;10087
678;floating_harbor;3612.57;9.50;1049.82;-0.23;4932
679;floating_harbor;3427.00;9.50;971.00;-3.14;12883
684;floating_harbor;5265.00;9.50;748.00;-3.61;13036
685;floating_harbor;1565.95;9.50;1004.05;-2.36;7617
637;floating_harbor;5210.17;9.50;1635.55;1.35;12522
579;floating_harbor;3862.12;9.50;1956.66;-0.63;13076
231;floating_harbor;3450.36;9.50;1358.21;1.25;3653
2;arms_factory;2789.00;9.70;1401.00;3.59;0
2;arms_factory;2806.00;10.40;1401.00;6.25;0
2;arms_factory;2789.00;9.60;1415.00;2.64;0
2;arms_factory;2789.00;9.73;1409.00;5.65;0
2;arms_factory;2793.00;10.05;1403.00;2.04;0
2;arms_factory;2793.00;10.28;1399.00;4.70;0
2;industrial_complex;2802.00;10.25;1406.00;2.54;0
2;industrial_complex;2788.00;9.70;1404.00;4.10;0
2;industrial_complex;2796.00;10.12;1406.00;0.48;0
2;industrial_complex;2795.00;9.70;1415.00;3.15;0
2;industrial_complex;2796.00;9.75;1409.00;6.16;0
2;industrial_complex;2789.00;9.73;1407.00;1.09;0
2;air_base;2791.00;9.60;1412.00;5.21;0
2;supply_node;2801.00;10.75;1392.00;2.31;0
2;supply_node;2789.00;9.68;1419.00;5.24;0
2;supply_node;2803.00;10.38;1398.00;1.55;0
2;supply_node;2795.00;10.35;1401.00;4.48;0
2;supply_node;2789.00;9.70;1405.00;1.13;0
2;supply_node;2805.00;10.40;1404.00;3.71;0
2;supply_node;2794.00;9.68;1413.00;0.37;0
2;naval_base;2787.00;9.53;1408.00;-1.89;8592
2;naval_base;2793.00;9.60;1420.00;-3.28;5108
2;naval_base;2790.00;9.50;1412.00;-0.79;8592
2;bunker;2806.00;10.40;1401.00;4.17;0
2;bunker;2794.00;10.23;1403.00;5.37;0
2;bunker;2790.00;9.70;1416.00;3.21;0
2;bunker;2794.00;9.70;1415.00;6.23;0
2;bunker;2789.00;9.70;1403.00;1.16;0
2;bunker;2809.00;10.40;1401.00;5.28;0
2;bunker;2803.00;10.60;1393.00;0.55;0
2;coastal_bunker;2786.00;9.50;1402.00;-1.89;0
2;coastal_bunker;2796.00;9.50;1418.00;-3.28;0
2;coastal_bunker;2787.00;9.50;1418.00;-0.79;0
2;dockyard;2790.00;9.50;1412.00;-0.79;0
2;anti_air_building;2791.00;9.60;1412.00;1.67;0
2;anti_air_building;2804.00;10.65;1392.00;4.33;0
2;anti_air_building;2793.00;10.05;1402.00;0.71;0
2;synthetic_refinery;2798.00;10.35;1397.00;3.73;0
2;fuel_silo;2791.00;9.70;1418.00;0.11;0
2;radar_station;2800.00;9.78;1409.00;4.90;0
2;rocket_site;2799.00;10.32;1404.00;5.44;0
2;nuclear_reactor;2801.00;10.38;1399.00;2.17;0
3;arms_factory;2862.00;13.80;1415.00;2.64;0
3;arms_factory;2860.00;13.45;1413.00;5.65;0
3;arms_factory;2858.00;10.95;1436.00;2.04;0
3;arms_factory;2860.00;11.38;1430.00;4.70;0
3;arms_factory;2849.00;11.78;1413.00;2.54;0
3;arms_factory;2869.00;13.38;1417.00;4.10;0
3;industrial_complex;2859.00;10.32;1447.00;0.48;0
3;industrial_complex;2858.00;12.43;1424.00;3.15;0
3;industrial_complex;2856.00;13.07;1417.00;6.16;0
3;industrial_complex;2850.00;12.60;1418.00;1.09;0
3;industrial_complex;2853.00;11.78;1434.00;5.21;0
3;industrial_complex;2860.00;10.82;1437.00;1.59;0
3;air_base;2865.00;12.55;1425.00;3.15;0
3;supply_node;2853.00;13.40;1430.00;1.55;0
3;supply_node;2842.00;10.65;1406.00;4.48;0
3;supply_node;2856.00;12.90;1419.00;1.13;0
3;supply_node;2865.00;11.70;1438.00;3.71;0
3;supply_node;2849.00;11.38;1409.00;0.37;0
3;supply_node;2868.00;12.85;1426.00;1.85;0
3;supply_node;2860.00;13.20;1410.00;5.89;0
3;supply_node;2849.00;12.40;1422.00;2.54;0
3;supply_node;2858.00;10.48;1444.00;4.02;0
3;supply_node;2866.00;13.50;1417.00;1.78;0
3;supply_node;2860.00;11.38;1431.00;3.25;0
3;bunker;2866.00;12.40;1433.00;6.23;0
3;bunker;2850.00;11.57;1410.00;1.16;0
3;bunker;2850.00;12.75;1419.00;5.28;0
3;bunker;2867.00;13.60;1416.00;0.55;0
3;bunker;2855.00;12.90;1410.00;3.22;0
3;bunker;2848.00;11.53;1405.00;5.88;0
3;bunker;2866.00;12.60;1431.00;3.73;0
3;bunker;2858.00;12.98;1419.00;3.83;0
3;bunker;2870.00;12.68;1426.00;1.67;0
3;bunker;2857.00;12.28;1428.00;4.33;0
3;bunker;2861.00;10.30;1446.00;0.71;0
3;anti_air_building;2851.00;13.18;1427.00;3.73;0
3;anti_air_building;2840.00;10.25;1407.00;0.11;0
3;anti_air_building;2856.00;13.65;1414.00;2.78;0
3;synthetic_refinery;2856.00;13.05;1410.00;5.44;0
3;fuel_silo;2864.00;12.28;1430.00;2.17;0
3;radar_station;2856.00;12.85;1427.00;5.62;0
3;rocket_site;2866.00;10.55;1445.00;1.23;0
3;nuclear_reactor;2863.00;10.28;1447.00;2.78;0
4;arms_factory;2878.00;12.07;1419.00;2.04;0
4;arms_factory;2873.00;13.40;1415.00;4.70;0
4;arms_factory;2872.00;10.98;1437.00;2.54;0
4;arms_factory;2877.00;11.10;1437.00;4.10;0
4;arms_factory;2878.00;11.30;1430.00;0.48;0
4;arms_factory;2879.00;11.53;1418.00;3.15;0
4;industrial_complex;2877.00;11.65;1414.00;6.16;0
4;industrial_complex;2876.00;12.70;1423.00;1.09;0
4;industrial_complex;2877.00;11.10;1436.00;5.21;0
4;industrial_complex;2879.00;11.40;1429.00;1.59;0
4;industrial_complex;2872.00;11.07;1435.00;3.15;0
4;industrial_complex;2874.00;12.80;1414.00;0.99;0
4;air_base;2878.00;12.45;1422.00;3.66;0
4;supply_node;2878.00;11.10;1434.00;1.13;0
4;supply_node;2876.00;12.57;1424.00;3.71;0
4;supply_node;2872.00;11.07;1435.00;0.37;0
4;supply_node;2876.00;12.43;1415.00;1.85;0
4;bunker;2879.00;11.82;1421.00;4.77;0
4;bunker;2878.00;11.10;1435.00;0.04;0
4;bunker;2876.00;11.05;1437.00;4.17;0
4;bunker;2872.00;12.95;1413.00;5.37;0
4;anti_air_building;2878.00;12.43;1425.00;3.21;0
4;anti_air_building;2877.00;12.57;1419.00;6.23;0
4;anti_air_building;2878.00;11.12;1432.00;1.16;0
4;synthetic_refinery;2872.00;10.98;1437.00;5.28;0
4;fuel_silo;2877.00;11.10;1437.00;0.55;0
4;radar_station;2876.00;11.78;1428.00;4.67;0
4;rocket_site;2879.00;11.53;1418.00;5.88;0
4;nuclear_reactor;2877.00;11.65;1414.00;3.73;0
6;arms_factory;2914.00;15.70;1424.00;0.48;0
6;arms_factory;2905.00;13.15;1411.00;3.15;0
6;arms_factory;2907.00;11.73;1398.00;6.16;0
6;arms_factory;2910.00;16.12;1425.00;1.09;0
6;arms_factory;2905.00;13.48;1412.00;5.21;0
6;arms_factory;2902.00;11.20;1399.00;1.59;0
6;industrial_complex;2912.00;15.80;1426.00;3.15;0
6;industrial_complex;2902.00;10.48;1388.00;0.99;0
6;industrial_complex;2910.00;12.00;1399.00;3.66;0
6;industrial_complex;2902.00;14.05;1426.00;0.04;0
6;industrial_complex;2899.00;10.75;1388.00;1.60;0
6;industrial_complex;2905.00;11.70;1400.00;5.72;0
6;air_base;2891.00;10.32;1426.00;0.65;0
6;supply_node;2891.00;9.85;1412.00;5.89;0
6;supply_node;2901.00;13.30;1418.00;2.54;0
6;supply_node;2901.00;11.75;1436.00;4.02;0
6;supply_node;2884.00;9.82;1417.00;1.78;0
6;supply_node;2901.00;9.73;1384.00;3.25;0
6;supply_node;2901.00;10.95;1392.00;6.19;0
6;supply_node;2884.00;9.73;1398.00;2.49;0
6;supply_node;2884.00;10.25;1429.00;5.43;0
6;supply_node;2893.00;11.73;1405.00;2.08;0
6;supply_node;2908.00;14.43;1413.00;4.67;0
6;supply_node;2895.00;10.05;1418.00;1.32;0
6;supply_node;2914.00;12.25;1400.00;2.80;0
6;supply_node;2904.00;11.43;1399.00;0.55;0
6;supply_node;2908.00;14.48;1428.00;3.49;0
6;supply_node;2891.00;10.10;1425.00;4.97;0
6;supply_node;2908.00;12.95;1404.00;2.73;0
6;supply_node;2909.00;12.23;1438.00;4.20;0
6;supply_node;2901.00;12.98;1410.00;0.86;0
6;supply_node;2908.00;15.70;1423.00;4.90;0
6;supply_node;2898.00;12.85;1429.00;0.09;0
6;supply_node;2883.00;9.95;1408.00;3.03;0
6;supply_node;2891.00;9.60;1387.00;5.62;0
6;supply_node;2881.00;9.60;1391.00;2.27;0
6;supply_node;2893.00;10.55;1396.00;5.20;0
6;naval_base;2888.00;9.50;1387.00;-0.79;5505
6;naval_base;2878.00;9.50;1389.00;0.00;5505
6;naval_base;2900.00;9.50;1382.00;0.00;8918
6;bunker;2884.00;9.90;1405.00;2.68;0
6;bunker;2895.00;12.20;1404.00;3.90;0
6;bunker;2885.00;10.00;1426.00;1.73;0
6;bunker;2896.00;10.73;1394.00;4.40;0
6;bunker;2905.00;13.15;1411.00;5.96;0
6;bunker;2901.00;13.20;1411.00;2.34;0
6;bunker;2911.00;13.75;1409.00;0.18;0
6;bunker;2902.00;13.45;1429.00;1.39;0
6;bunker;2886.00;9.70;1416.00;4.40;0
6;bunker;2882.00;9.75;1391.00;0.79;0
6;bunker;2900.00;10.57;1438.00;4.91;0
6;bunker;2895.00;10.05;1417.00;0.18;0
6;bunker;2899.00;12.57;1421.00;2.85;0
6;bunker;2913.00;12.32;1400.00;0.69;0
6;bunker;2900.00;10.82;1390.00;1.90;0
6;bunker;2892.00;9.70;1417.00;4.91;0
6;bunker;2906.00;13.60;1431.00;1.29;0
6;bunker;2892.00;9.78;1388.00;3.96;0
6;bunker;2903.00;10.23;1387.00;0.34;0
6;bunker;2913.00;15.43;1427.00;3.36;0
6;bunker;2909.00;11.30;1395.00;4.57;0
6;bunker;2886.00;9.98;1403.00;2.41;0
6;bunker;2907.00;11.32;1441.00;0.25;0
6;bunker;2883.00;10.30;1432.00;0.35;0
6;coastal_bunker;2891.00;9.50;1384.00;-0.79;0
6;coastal_bunker;2884.00;9.70;1390.00;0.00;0
6;coastal_bunker;2902.00;9.50;1381.00;0.00;0
6;dockyard;2892.00;9.50;1384.00;-0.79;0
6;anti_air_building;2897.00;12.78;1428.00;2.92;0
6;anti_air_building;2885.00;9.70;1391.00;5.58;0
6;anti_air_building;2887.00;9.85;1396.00;0.86;0
6;synthetic_refinery;2892.00;10.80;1427.00;3.52;0
6;fuel_silo;2885.00;9.88;1392.00;1.36;0
6;radar_station;2899.00;13.07;1413.00;4.71;0
6;rocket_site;2890.00;10.57;1428.00;5.59;0
6;nuclear_reactor;2880.00;9.70;1394.00;3.42;0
8;arms_factory;2861.00;12.55;1403.00;5.21;0
8;arms_factory;2871.00;9.85;1396.00;1.59;0
8;arms_factory;2856.00;12.07;1405.00;3.15;0
8;arms_factory;2868.00;10.50;1399.00;0.99;0
8;arms_factory;2870.00;10.03;1397.00;3.66;0
8;arms_factory;2855.00;12.10;1406.00;0.04;0
8;industrial_complex;2868.00;10.50;1399.00;1.60;0
8;industrial_complex;2871.00;9.95;1397.00;5.72;0
8;industrial_complex;2849.00;11.18;1397.00;0.65;0
8;industrial_complex;2869.00;10.32;1399.00;4.77;0
8;industrial_complex;2871.00;9.95;1397.00;0.04;0
8;industrial_complex;2850.00;11.23;1397.00;4.17;0
8;air_base;2870.00;10.20;1399.00;5.37;0
8;supply_node;2861.00;12.07;1400.00;3.25;0
8;supply_node;2855.00;10.98;1389.00;6.19;0
8;supply_node;2852.00;11.43;1396.00;2.49;0
8;supply_node;2873.00;10.88;1408.00;5.43;0
8;supply_node;2865.00;9.80;1392.00;2.08;0
8;supply_node;2852.00;11.75;1402.00;4.67;0
8;supply_node;2869.00;10.50;1400.00;1.32;0
8;supply_node;2875.00;9.80;1395.00;2.80;0
8;naval_base;2856.00;9.60;1385.00;0.90;5505
8;naval_base;2870.00;9.50;1390.00;-0.28;5505
8;naval_base;2867.00;9.50;1390.00;0.24;5505
8;bunker;2851.00;11.10;1399.00;0.71;0
8;bunker;2868.00;10.20;1397.00;3.73;0
8;bunker;2873.00;9.73;1395.00;0.11;0
8;bunker;2851.00;11.70;1402.00;2.78;0
8;bunker;2874.00;10.18;1402.00;5.44;0
8;bunker;2877.00;10.38;1406.00;2.17;0
8;bunker;2861.00;12.32;1401.00;4.84;0
8;bunker;2859.00;10.12;1389.00;1.23;0
8;coastal_bunker;2859.00;9.50;1386.00;0.90;0
8;coastal_bunker;2871.00;9.50;1390.00;-0.28;0
8;coastal_bunker;2867.00;9.50;1390.00;0.24;0
8;dockyard;2866.00;9.50;1389.00;0.24;0
8;anti_air_building;2862.00;11.28;1397.00;2.68;0
8;anti_air_building;2861.00;11.15;1396.00;3.90;0
8;anti_air_building;2863.00;10.62;1395.00;1.73;0
8;synthetic_refinery;2863.00;11.12;1397.00;4.40;0
8;fuel_silo;2866.00;10.32;1396.00;5.96;0
8;radar_station;2864.00;11.43;1399.00;3.98;0
8;rocket_site;2864.00;10.93;1397.00;0.18;0
8;nuclear_reactor;2867.00;10.23;1396.00;1.39;0
9;arms_factory;2822.00;9.90;1396.00;3.15;0
9;arms_factory;2822.00;9.90;1393.00;0.99;0
9;arms_factory;2800.00;12.30;1381.00;3.66;0
9;arms_factory;2813.00;11.55;1384.00;0.04;0
9;arms_factory;2813.00;12.30;1381.00;1.60;0
9;arms_factory;2809.00;10.40;1394.00;5.72;0
9;industrial_complex;2817.00;11.93;1383.00;0.65;0
9;industrial_complex;2817.00;10.15;1390.00;4.77;0
9;industrial_complex;2805.00;14.73;1377.00;0.04;0
9;industrial_complex;2823.00;10.00;1391.00;4.17;0
9;industrial_complex;2807.00;11.10;1386.00;5.37;0
9;industrial_complex;2811.00;12.20;1381.00;3.21;0
9;air_base;2811.00;11.03;1387.00;6.23;0
9;supply_node;2813.00;10.00;1393.00;2.49;0
9;supply_node;2821.00;10.00;1391.00;5.43;0
9;supply_node;2811.00;14.12;1377.00;2.08;0
9;supply_node;2802.00;13.60;1379.00;4.67;0
9;supply_node;2804.00;11.35;1386.00;1.32;0
9;supply_node;2815.00;11.98;1383.00;2.80;0
9;bunker;2807.00;11.90;1381.00;3.83;0
9;bunker;2814.00;9.98;1394.00;1.67;0
9;bunker;2818.00;10.53;1388.00;4.33;0
9;bunker;2809.00;12.48;1380.00;0.71;0
9;bunker;2806.00;11.15;1386.00;3.73;0
9;bunker;2818.00;11.73;1384.00;0.11;0
9;anti_air_building;2808.00;13.65;1378.00;2.78;0
9;anti_air_building;2821.00;9.98;1392.00;5.44;0
9;anti_air_building;2799.00;12.65;1380.00;2.17;0
9;synthetic_refinery;2804.00;14.53;1378.00;4.84;0
9;fuel_silo;2808.00;10.98;1388.00;1.23;0
9;radar_station;2811.00;10.82;1388.00;5.20;0
9;rocket_site;2813.00;10.50;1389.00;0.62;0
9;nuclear_reactor;2817.00;10.30;1389.00;1.83;0
10;arms_factory;2818.00;9.80;1452.00;3.66;0
10;arms_factory;2844.00;10.10;1452.00;0.04;0
10;arms_factory;2843.00;10.15;1461.00;1.60;0
10;arms_factory;2814.00;9.82;1442.00;5.72;0
10;arms_factory;2826.00;9.80;1455.00;0.65;0
10;arms_factory;2835.00;10.07;1445.00;4.77;0
10;industrial_complex;2838.00;10.07;1463.00;0.04;0
10;industrial_complex;2829.00;9.93;1449.00;4.17;0
10;industrial_complex;2849.00;10.10;1451.00;5.37;0
10;industrial_complex;2846.00;10.48;1469.00;3.21;0
10;industrial_complex;2818.00;9.80;1451.00;6.23;0
10;industrial_complex;2838.00;10.00;1437.00;1.16;0
10;air_base;2838.00;9.98;1453.00;5.28;0
10;supply_node;2814.00;9.85;1435.00;2.08;0
10;supply_node;2826.00;9.80;1451.00;4.67;0
10;supply_node;2821.00;9.80;1458.00;1.32;0
10;supply_node;2837.00;10.40;1470.00;2.80;0
10;supply_node;2835.00;9.98;1437.00;0.55;0
10;supply_node;2828.00;10.03;1443.00;3.49;0
10;supply_node;2842.00;10.00;1454.00;4.97;0
10;supply_node;2849.00;10.15;1447.00;2.73;0
10;supply_node;2842.00;10.00;1437.00;4.20;0
10;supply_node;2837.00;10.20;1447.00;0.86;0
10;supply_node;2844.00;10.50;1465.00;4.90;0
10;supply_node;2856.00;10.15;1452.00;0.09;0
10;supply_node;2833.00;9.85;1458.00;3.03;0
10;supply_node;2813.00;9.80;1452.00;5.62;0
10;supply_node;2849.00;9.90;1457.00;2.27;0
10;supply_node;2830.00;10.23;1465.00;5.20;0
10;supply_node;2817.00;9.80;1445.00;1.50;0
10;bunker;2825.00;9.88;1448.00;1.83;0
10;bunker;2824.00;9.80;1458.00;5.95;0
10;bunker;2849.00;10.10;1451.00;2.68;0
10;bunker;2858.00;10.12;1452.00;3.90;0
10;bunker;2843.00;10.00;1454.00;1.73;0
10;bunker;2822.00;9.90;1446.00;4.40;0
10;bunker;2847.00;9.88;1461.00;5.96;0
10;bunker;2835.00;10.40;1468.00;2.34;0
10;bunker;2832.00;9.98;1462.00;0.18;0
10;bunker;2842.00;10.00;1437.00;1.39;0
10;bunker;2840.00;10.00;1444.00;4.40;0
10;bunker;2835.00;10.40;1466.00;0.79;0
10;bunker;2821.00;9.95;1442.00;4.91;0
10;bunker;2843.00;10.23;1462.00;0.18;0
10;bunker;2817.00;9.80;1453.00;2.85;0
10;bunker;2835.00;10.00;1440.00;0.69;0
10;bunker;2813.00;9.80;1436.00;1.90;0
10;anti_air_building;2826.00;9.80;1453.00;4.91;0
10;anti_air_building;2839.00;10.00;1453.00;1.29;0
10;anti_air_building;2836.00;9.82;1456.00;3.96;0
10;synthetic_refinery;2825.00;9.90;1447.00;0.34;0
10;fuel_silo;2825.00;9.90;1443.00;3.36;0
10;radar_station;2836.00;9.98;1452.00;0.82;0
10;rocket_site;2847.00;9.90;1457.00;2.41;0
10;nuclear_reactor;2837.00;10.40;1473.00;0.25;0
11;arms_factory;2835.00;11.07;1380.00;1.60;0
11;arms_factory;2822.00;11.73;1382.00;5.72;0
11;arms_factory;2826.00;10.05;1402.00;0.65;0
11;arms_factory;2830.00;10.50;1385.00;4.77;0
11;arms_factory;2837.00;10.07;1390.00;0.04;0
11;arms_factory;2848.00;10.80;1384.00;4.17;0
11;industrial_complex;2833.00;10.23;1384.00;5.37;0
11;industrial_complex;2843.00;10.32;1391.00;3.21;0
11;industrial_complex;2850.00;10.65;1384.00;6.23;0
11;industrial_complex;2835.00;10.12;1386.00;1.16;0
11;industrial_complex;2832.00;9.93;1394.00;5.28;0
11;industrial_complex;2845.00;12.40;1373.00;0.55;0
11;air_base;2829.00;13.05;1376.00;3.22;0
11;supply_node;2836.00;10.20;1384.00;1.32;0
11;supply_node;2842.00;10.32;1399.00;2.80;0
11;supply_node;2822.00;12.03;1380.00;0.55;0
11;supply_node;2849.00;11.38;1380.00;3.49;0
11;supply_node;2834.00;9.90;1398.00;4.97;0
11;supply_node;2829.00;10.00;1390.00;2.73;0
11;supply_node;2840.00;13.05;1375.00;4.20;0
11;supply_node;2844.00;10.78;1384.00;0.86;0
11;supply_node;2831.00;12.05;1378.00;4.90;0
11;supply_node;2842.00;10.20;1391.00;0.09;0
11;supply_node;2848.00;11.53;1373.00;3.03;0
11;supply_node;2824.00;10.10;1401.00;5.62;0
11;naval_base;2853.00;9.50;1378.00;-4.51;5505
11;naval_base;2853.00;9.90;1373.00;-4.55;5505
11;bunker;2851.00;10.78;1381.00;0.62;0
11;bunker;2850.00;11.28;1377.00;1.83;0
11;bunker;2835.00;12.43;1377.00;5.95;0
11;bunker;2844.00;11.32;1382.00;2.68;0
11;bunker;2826.00;9.93;1396.00;3.90;0
11;bunker;2826.00;12.28;1378.00;1.73;0
11;bunker;2835.00;9.90;1393.00;4.40;0
11;bunker;2841.00;10.23;1390.00;5.96;0
11;bunker;2843.00;10.50;1400.00;2.34;0
11;bunker;2839.00;13.98;1373.00;0.18;0
11;bunker;2838.00;10.25;1384.00;1.39;0
11;bunker;2827.00;10.12;1401.00;4.40;0
11;coastal_bunker;2853.00;10.00;1370.00;-4.55;0
11;coastal_bunker;2854.00;9.65;1383.00;-4.51;0
11;dockyard;2853.00;9.90;1372.00;-4.55;0
11;anti_air_building;2839.00;10.12;1390.00;2.85;0
11;anti_air_building;2852.00;10.32;1381.00;0.69;0
11;anti_air_building;2842.00;10.20;1396.00;1.90;0
11;synthetic_refinery;2830.00;10.10;1397.00;4.91;0
11;fuel_silo;2834.00;9.95;1392.00;1.29;0
11;radar_station;2837.00;10.10;1388.00;4.93;0
11;rocket_site;2826.00;12.78;1377.00;0.34;0
11;nuclear_reactor;2847.00;11.80;1373.00;3.36;0
12;arms_factory;2796.00;10.68;1388.00;0.65;0
12;arms_factory;2788.00;10.03;1390.00;4.77;0
12;arms_factory;2787.00;9.70;1395.00;0.04;0
12;arms_factory;2796.00;11.00;1383.00;4.17;0
12;arms_factory;2789.00;10.45;1384.00;5.37;0
12;arms_factory;2787.00;9.90;1388.00;3.21;0
12;industrial_complex;2792.00;10.35;1393.00;6.23;0
12;industrial_complex;2796.00;11.00;1383.00;1.16;0
12;industrial_complex;2793.00;10.18;1389.00;5.28;0
12;industrial_complex;2787.00;9.85;1389.00;0.55;0
12;industrial_complex;2793.00;10.35;1393.00;3.22;0
12;industrial_complex;2793.00;10.50;1384.00;5.88;0
12;air_base;2794.00;10.32;1387.00;3.73;0
12;supply_node;2785.00;10.38;1385.00;0.55;0
12;supply_node;2789.00;10.05;1393.00;3.49;0
12;supply_node;2794.00;10.50;1385.00;4.97;0
12;naval_base;2785.00;9.50;1398.00;-2.03;8592
12;naval_base;2784.00;9.50;1392.00;-2.50;8592
12;bunker;2792.00;10.38;1392.00;0.11;0
12;bunker;2792.00;10.28;1386.00;2.78;0
12;bunker;2785.00;9.88;1387.00;5.44;0
12;coastal_bunker;2784.00;9.50;1393.00;-2.03;0
12;coastal_bunker;2782.00;9.50;1389.00;-2.50;0
12;dockyard;2784.00;9.50;1394.00;-2.03;0
12;anti_air_building;2794.00;10.25;1388.00;2.78;0
12;anti_air_building;2788.00;10.05;1387.00;0.62;0
12;anti_air_building;2787.00;9.73;1393.00;1.83;0
12;synthetic_refinery;2794.00;10.30;1395.00;5.95;0
12;fuel_silo;2794.00;10.25;1388.00;2.68;0
12;radar_station;2791.00;10.28;1389.00;0.33;0
